text,labels
In today's discussion I feel depressed and disconnected for our team.,depressed
In this project. The patient looks sick and tired. the tone feels threat. the tone feels grateful for our team.,"fear,grateful,sick"
In this project the tone is joy for this release.,joy
During this week There is love and care in this message for this case.,love
In this situation the tone is unsafe for our team.,fear
From my perspective I am frustrated by repeated blockers for our team.,frustrated
In today's discussion We are thankful and grateful for your help for our team.,grateful
From my perspective I am tensed and cannot relax today.,tensed
During this week The patient looks sick and tired for our team.,sick
"In this situation It felt gentle, warm, and sweet for this release.",sweet
In this project I feel calm after the clarification for this release.,calm
In this project. This makes me worried and uncertain. the tone feels blessed right now.,"grateful,worried"
From my perspective the tone is sick for this release.,sick
In this situation. the tone feels delighted. The interaction was nice and respectful. This week feels depressing and heavy today.,"depressed,joy,nice"
From my perspective the tone is kindhearted for this case.,sweet
From my perspective I am scared this situation may get worse today.,fear
In this project Your words were sweet and comforting for this release.,sweet
In this project. the tone feels encouraged. There is love and care in this message for this release.,"hopeful,love"
In today's discussion. Your words were sweet and comforting. the tone feels depressed today.,"depressed,sweet"
In this situation I feel depressed and disconnected for this case.,depressed
In this project the tone is numb for this case.,depressed
From my perspective. I am grateful for your support. the tone feels argue. the tone feels intense today.,"emotional,fight,grateful"
In this situation the tone is excited for our team.,joy
In this situation I am scared this situation may get worse for our team.,fear
In today's discussion the tone is kindhearted for this case.,sweet
In today's discussion This result brings joy and excitement for this release.,joy
In this situation I am stressed by constant pressure for our team.,stressed
In today's discussion the tone is worried for our team.,worried
From my perspective She stayed calm during the crisis right now.,calm
In this situation the tone is emotional for this release.,emotional
In today's discussion This week feels depressing and heavy for this case.,depressed
During this week. I feel sick and weak today. I feel deeply sad about this loss for this case.,"sad,sick"
In today's discussion I love how you supported me today today.,love
In this project the tone is stiff for this release.,tensed
In this project. the tone feels worried. I am stressed by constant pressure right now.,"stressed,worried"
In this situation the tone is sorrow for this case.,sad
In this situation the tone is stiff right now.,tensed
In this situation. the tone feels argue. the tone feels please right now.,"fight,polite"
In this project They started a fight over a small issue for this case.,fight
In today's discussion I am hopeful that this will improve for this release.,hopeful
During this week the tone is depressed for our team.,depressed
In this situation This is a painful and sad moment today.,sad
In this project I am confused by conflicting instructions right now.,confused
In this situation. I am confused by conflicting instructions. The discussion turned into unnecessary drama. I am worried about the final result right now.,"confused,drama,worried"
In this situation There is constant drama around this issue for this release.,drama
In this situation. the tone feels pain. the tone feels attack for this case.,"fight,sick"
From my perspective the tone is cry for our team.,sad
In this situation This makes me angry and I want immediate action for this case.,anger
During this week This workload is stressful and draining for this release.,stressed
In this situation. the tone feels down. The argument escalated into a fight. She stayed calm during the crisis for our team.,"calm,fight,sad"
In today's discussion I am confused by conflicting instructions for our team.,confused
In this situation the tone is attack today.,fight
In this situation I am worried about the final result right now.,worried
In this project the tone is uncertain for this case.,worried
During this week The room was tensed before the decision today.,tensed
In this project This update is confusing and incomplete right now.,confused
In this situation. the tone feels chaotic. I feel sick and weak today. the tone feels calm for our team.,"calm,drama,sick"
In this situation the tone is gentle today.,sweet
From my perspective I am frustrated by repeated blockers for our team.,frustrated
In this project the tone is love for this case.,love
In this project the tone is nice for this release.,nice
In this project the tone is lost for this release.,confused
From my perspective the tone is overreaction right now.,drama
From my perspective I am hopeful that this will improve today.,hopeful
In this situation the tone is down for our team.,sad
In this project There is constant drama around this issue right now.,drama
During this week. This week feels depressing and heavy. the tone feels polite. the tone feels scene today.,"depressed,drama,polite"
In this situation This is a painful and sad moment for our team.,sad
From my perspective the tone is exhausted for this case.,stressed
In this situation I felt pure joy after hearing the news for this case.,joy
During this week The patient looks sick and tired for our team.,sick
In this project the tone is stuck for this case.,frustrated
From my perspective The argument escalated into a fight today.,fight
During this week I am frustrated by repeated blockers for this release.,frustrated
In this situation the tone is fed up for this release.,frustrated
In today's discussion the tone is annoyed for this release.,anger
In this situation. The interaction was nice and respectful. the tone feels tense. the tone feels war today.,"fight,nice,tensed"
During this week the tone is sweet for our team.,sweet
From my perspective the tone is promising for this case.,hopeful
From my perspective. This workload is stressful and draining. the tone feels intense. I am scared this situation may get worse for our team.,"emotional,fear,stressed"
During this week I feel sick and weak today for our team.,sick
From my perspective. I am frustrated by repeated blockers. the tone feels fight for this release.,"fight,frustrated"
From my perspective I feel sick and weak today for this release.,sick
In this project. the tone feels argue. We are thankful and grateful for your help for this release.,"fight,grateful"
From my perspective This workload is stressful and draining for this case.,stressed
In this project I feel deeply sad about this loss for this case.,sad
From my perspective This week feels depressing and heavy for our team.,depressed
From my perspective. I am confused by conflicting instructions. I feel depressed and disconnected. the tone feels overloaded right now.,"confused,depressed,stressed"
In this situation. The patient looks sick and tired. I feel deeply sad about this loss. the tone feels joy for our team.,"joy,sad,sick"
From my perspective. the tone feels unwell. I feel depressed and disconnected for this case.,"depressed,sick"
In this project the tone is appreciate for our team.,grateful
In this situation She stayed calm during the crisis today.,calm
In this project The interaction was nice and respectful for this case.,nice
In this project the tone is adorable today.,sweet
In today's discussion I am tensed and cannot relax right now.,tensed
During this week This is a painful and sad moment for this case.,sad
During this week We are thankful and grateful for your help today.,grateful
From my perspective. There is love and care in this message. I became emotional while reading this. I am worried about the final result for our team.,"emotional,love,worried"
In this situation We remain hopeful about recovery for this case.,hopeful
In this situation the tone is tensed for this release.,tensed
From my perspective There is constant drama around this issue right now.,drama
From my perspective. I became emotional while reading this. There is fear about what could happen next today.,"emotional,fear"
During this week the tone is drama for our team.,drama
In this situation. the tone feels nice. There is constant drama around this issue. There is love and care in this message right now.,"drama,love,nice"
In this situation This week feels depressing and heavy right now.,depressed
In today's discussion. I am frustrated by repeated blockers. the tone feels polite for this release.,"frustrated,polite"
In this project the tone is stuck for this release.,frustrated
In this situation This makes me worried and uncertain for this case.,worried
During this week. This event was emotional and overwhelming. the tone feels angry right now.,"anger,emotional"
In this situation the tone is intense for this release.,emotional
In today's discussion They started a fight over a small issue right now.,fight
In today's discussion the tone is encouraged today.,hopeful
From my perspective You handled this in a very nice way for this case.,nice
During this week This is a painful and sad moment right now.,sad
From my perspective. The argument escalated into a fight. the tone feels pressure. I am tensed and cannot relax today.,"fight,stressed,tensed"
From my perspective I feel sick and weak today for our team.,sick
In this situation the tone is annoyed for this case.,anger
From my perspective Your words were sweet and comforting for this case.,sweet
From my perspective the tone is tender for this case.,sweet
During this week. The patient looks sick and tired. I am hopeful that this will improve for our team.,"hopeful,sick"
In today's discussion. the tone feels joy. the tone feels grateful for this release.,"grateful,joy"
"From my perspective It felt gentle, warm, and sweet for our team.",sweet
During this week the tone is fear today.,fear
During this week Thank you for the polite response for our team.,polite
In today's discussion Thank you for the polite response for this release.,polite
In this situation I am confused by conflicting instructions for this case.,confused
In today's discussion I felt pure joy after hearing the news right now.,joy
In this situation The argument escalated into a fight for this case.,fight
From my perspective I feel calm after the clarification right now.,calm
In today's discussion I am frustrated by repeated blockers today.,frustrated
From my perspective the tone is joy today.,joy
From my perspective You handled this in a very nice way for this release.,nice
From my perspective the tone is concerned for this case.,worried
In this situation The patient looks sick and tired today.,sick
In this project The interaction was nice and respectful for this release.,nice
During this week Your words were sweet and comforting for this release.,sweet
In today's discussion the tone is overloaded right now.,stressed
In today's discussion This makes me worried and uncertain for this case.,worried
In this situation. the tone feels pressured. the tone feels delighted for this release.,"joy,tensed"
During this week There is constant drama around this issue today.,drama
In this situation This event was emotional and overwhelming for this case.,emotional
In today's discussion. the tone feels encouraged. I am scared this situation may get worse for our team.,"fear,hopeful"
In this project the tone is emotional for our team.,emotional
In this situation Thank you for the polite response right now.,polite
In this project This process is frustrating and slow right now.,frustrated
From my perspective the tone is chaotic for this case.,drama
In this project the tone is overreaction today.,drama
In today's discussion. the tone feels fed up. the tone feels cry for this case.,"frustrated,sad"
From my perspective I am confused by conflicting instructions right now.,confused
During this week. This is a painful and sad moment. There is fear about what could happen next for our team.,"fear,sad"
During this week. the tone feels tender. the tone feels clash today.,"fight,sweet"
In today's discussion I am stressed by constant pressure for this release.,stressed
In today's discussion I became emotional while reading this right now.,emotional
During this week. the tone feels peaceful. Thank you for the polite response right now.,"calm,polite"
In this project the tone is adore for this release.,love
In this situation I love how you supported me today for this release.,love
During this week We remain hopeful about recovery today.,hopeful
In this situation I feel depressed and disconnected for our team.,depressed
In today's discussion the tone is excited for our team.,joy
In today's discussion the tone is mad for this release.,anger
In this situation This is a painful and sad moment for our team.,sad
In today's discussion I am frustrated by repeated blockers today.,frustrated
From my perspective the tone is uncertain right now.,worried
During this week We remain hopeful about recovery today.,hopeful
From my perspective the tone is respectful today.,polite
In this situation the tone is cherish for our team.,love
From my perspective I am worried about the final result for our team.,worried
In this project the tone is thank you for this release.,polite
In this situation The discussion turned into unnecessary drama for this case.,drama
In this project the tone is unhappy for this release.,sad
During this week. I love how you supported me today. Thank you for the polite response right now.,"love,polite"
In this project This makes me angry and I want immediate action for this release.,anger
From my perspective This makes me angry and I want immediate action for our team.,anger
During this week the tone is rage for this case.,anger
In today's discussion This makes me angry and I want immediate action today.,anger
From my perspective the tone is strained for this case.,tensed
In this situation the tone is frustrated for this case.,frustrated
During this week the tone is tears for this case.,emotional
During this week. the tone feels lost. We are thankful and grateful for your help for this release.,"confused,grateful"
In this situation The interaction was nice and respectful today.,nice
In today's discussion. This event was emotional and overwhelming. I felt pure joy after hearing the news. the tone feels angry right now.,"anger,emotional,joy"
In this situation the tone is peaceful for this case.,calm
In this project This makes me worried and uncertain for this release.,worried
From my perspective. Thank you for the polite response. We remain hopeful about recovery today.,"hopeful,polite"
In today's discussion. I am hopeful that this will improve. the tone feels down for this release.,"hopeful,sad"
In this situation I feel calm after the clarification for this case.,calm
During this week the tone is delighted for our team.,joy
In today's discussion They started a fight over a small issue for this release.,fight
In today's discussion the tone is peaceful today.,calm
During this week This update is confusing and incomplete right now.,confused
In this project They started a fight over a small issue for our team.,fight
In today's discussion the tone is pressured for this release.,tensed
In this project Thank you for the polite response for this case.,polite
In this project This workload is stressful and draining for this release.,stressed
During this week. the tone feels fed up. the tone feels uneasy right now.,"frustrated,worried"
From my perspective I am worried about the final result right now.,worried
In today's discussion. Thank you for the polite response. the tone feels nice. This makes me angry and I want immediate action for this release.,"anger,nice,polite"
During this week Thank you for the polite response for our team.,polite
In this project. I feel calm after the clarification. the tone feels war right now.,"calm,fight"
During this week I feel deeply sad about this loss for this release.,sad
In today's discussion the tone is uncertain for this release.,worried
In today's discussion This event was emotional and overwhelming today.,emotional
From my perspective I feel sick and weak today today.,sick
In this situation. the tone feels tensed. the tone feels anxious. the tone feels good for our team.,"nice,tensed,worried"
In this project. I am tensed and cannot relax. the tone feels sweet for this case.,"sweet,tensed"
In this project. I feel depressed and disconnected. I am worried about the final result for our team.,"depressed,worried"
From my perspective There is fear about what could happen next today.,fear
From my perspective This result brings joy and excitement right now.,joy
During this week The interaction was nice and respectful right now.,nice
From my perspective The discussion turned into unnecessary drama right now.,drama
From my perspective She stayed calm during the crisis for our team.,calm
From my perspective This makes me angry and I want immediate action for this case.,anger
In this project The patient looks sick and tired today.,sick
In today's discussion the tone is tense for our team.,tensed
In this project. The interaction was nice and respectful. The patient looks sick and tired for this release.,"nice,sick"
In this project I became emotional while reading this for this release.,emotional
In this situation the tone is tender for this case.,sweet
In today's discussion The patient looks sick and tired today.,sick
In this situation This week feels depressing and heavy right now.,depressed
In this project the tone is mad for this release.,anger
From my perspective Thank you for the polite response for our team.,polite
From my perspective The interaction was nice and respectful right now.,nice
In this project The discussion turned into unnecessary drama today.,drama
During this week This result brings joy and excitement for this case.,joy
In today's discussion I love how you supported me today for this release.,love
"In this situation It felt gentle, warm, and sweet today.",sweet
During this week He remained polite under pressure for our team.,polite
In this project I felt pure joy after hearing the news for our team.,joy
From my perspective They started a fight over a small issue for our team.,fight
In this project the tone is blocked today.,frustrated
In this project. the tone feels drama. the tone feels adorable. the tone feels unwell for our team.,"drama,sick,sweet"
From my perspective the tone is encouraged for this release.,hopeful
In today's discussion We remain hopeful about recovery for this release.,hopeful
From my perspective I feel calm after the clarification for this case.,calm
In this situation I am scared this situation may get worse for our team.,fear
In this project I am stressed by constant pressure for this release.,stressed
In today's discussion the tone is settled for our team.,calm
In this situation the tone is conflict for our team.,fight
In this project Your words were sweet and comforting for this release.,sweet
In this situation We are thankful and grateful for your help for this case.,grateful
In today's discussion the tone is cherish right now.,love
In this project I am frustrated by repeated blockers for this release.,frustrated
During this week The interaction was nice and respectful right now.,nice
From my perspective This is a painful and sad moment for our team.,sad
In today's discussion. the tone feels afraid. the tone feels mad today.,"anger,fear"
From my perspective I am grateful for your support today.,grateful
In this project The patient looks sick and tired for this case.,sick
In this situation I felt pure joy after hearing the news right now.,joy
In this project This makes me worried and uncertain for this release.,worried
During this week I love how you supported me today for this release.,love
In this project This update is confusing and incomplete today.,confused
In this situation the tone is thrilled today.,joy
In this project I am tensed and cannot relax for this case.,tensed
During this week I feel deeply sad about this loss today.,sad
From my perspective I am furious about the repeated failures and delays today.,anger
In this situation The interaction was nice and respectful for this case.,nice
In this situation the tone is thank you for our team.,polite
In this project There is fear about what could happen next for this release.,fear
During this week the tone is attack today.,fight
From my perspective He remained polite under pressure for this release.,polite
From my perspective I am tensed and cannot relax for our team.,tensed
In this situation Your words were sweet and comforting for this release.,sweet
In this project. This is a painful and sad moment. This workload is stressful and draining for this case.,"sad,stressed"
From my perspective We are thankful and grateful for your help today.,grateful
From my perspective the tone is expecting for this release.,hopeful
During this week the tone is tender for our team.,sweet
In this project the tone is attack for this case.,fight
In this project the tone is ill for this case.,sick
From my perspective I am grateful for your support for this case.,grateful
In this situation I feel depressed and disconnected right now.,depressed
In this situation the tone is indebted today.,grateful
From my perspective. I am stressed by constant pressure. We remain hopeful about recovery for this case.,"hopeful,stressed"
From my perspective Your words were sweet and comforting for our team.,sweet
In this situation the tone is deeply moved right now.,emotional
From my perspective the tone is friendly today.,nice
From my perspective This week feels depressing and heavy today.,depressed
In this project the tone is pain today.,sick
During this week the tone is adorable for this release.,sweet
From my perspective You handled this in a very nice way for this release.,nice
During this week I love how you supported me today right now.,love
From my perspective the tone is helpful for our team.,nice
From my perspective I am confused by conflicting instructions for this release.,confused
From my perspective Your words were sweet and comforting right now.,sweet
In this project I am furious about the repeated failures and delays for this case.,anger
"In this situation It felt gentle, warm, and sweet for our team.",sweet
In this project. the tone feels expecting. the tone feels sick right now.,"hopeful,sick"
In this situation I am furious about the repeated failures and delays for our team.,anger
During this week the tone is joy for our team.,joy
From my perspective I am hopeful that this will improve right now.,hopeful
From my perspective The interaction was nice and respectful for our team.,nice
"During this week. the tone feels lost. It felt gentle, warm, and sweet. This process is frustrating and slow for this release.","confused,frustrated,sweet"
From my perspective I am scared this situation may get worse for this release.,fear
In this situation I love how you supported me today for this case.,love
From my perspective the tone is rage for this case.,anger
In today's discussion the tone is overloaded for this case.,stressed
From my perspective the tone is appreciate right now.,grateful
From my perspective the tone is affection right now.,love
In this project This event was emotional and overwhelming today.,emotional
In today's discussion the tone is calm right now.,calm
In this situation I feel sick and weak today right now.,sick
During this week I feel depressed and disconnected right now.,depressed
In this project. the tone feels attack. the tone feels outraged for our team.,"anger,fight"
During this week. the tone feels fight. the tone feels overwhelmed. This makes me angry and I want immediate action for our team.,"anger,emotional,fight"
In today's discussion the tone is scene for our team.,drama
In this project This makes me worried and uncertain for this case.,worried
In this situation. This update is confusing and incomplete. the tone feels thrilled for this case.,"confused,joy"
In this situation. I am stressed by constant pressure. This event was emotional and overwhelming today.,"emotional,stressed"
In this situation. the tone feels down. I feel calm after the clarification right now.,"calm,sad"
During this week We are thankful and grateful for your help today.,grateful
In this project The interaction was nice and respectful for our team.,nice
In this project. Thank you for the polite response. the tone feels uncertain. Your words were sweet and comforting for our team.,"polite,sweet,worried"
During this week. I felt pure joy after hearing the news. the tone feels down for this case.,"joy,sad"
In this situation I am furious about the repeated failures and delays for our team.,anger
From my perspective. This process is frustrating and slow. the tone feels scene for our team.,"drama,frustrated"
In today's discussion. The interaction was nice and respectful. the tone feels tears. Thank you for the polite response today.,"emotional,nice,polite"
From my perspective the tone is thankful for this case.,grateful
During this week This workload is stressful and draining for this release.,stressed
In today's discussion. the tone feels chaotic. the tone feels kindhearted right now.,"drama,sweet"
During this week. the tone feels depressed. I am confused by conflicting instructions for our team.,"confused,depressed"
During this week They started a fight over a small issue for this case.,fight
"In this situation It felt gentle, warm, and sweet for our team.",sweet
In today's discussion This process is frustrating and slow for this case.,frustrated
In this project I am grateful for your support right now.,grateful
During this week the tone is tense right now.,tensed
In today's discussion. the tone feels friendly. Thank you for the polite response for this release.,"nice,polite"
In this project. the tone feels fever. the tone feels blessed for this release.,"grateful,sick"
In today's discussion the tone is peaceful for our team.,calm
In today's discussion Thank you for the polite response for our team.,polite
From my perspective the tone is worthless for our team.,depressed
From my perspective I am frustrated by repeated blockers today.,frustrated
In this situation Your words were sweet and comforting for this release.,sweet
In this project I am confused by conflicting instructions for this release.,confused
In today's discussion I am hopeful that this will improve today.,hopeful
During this week the tone is intense today.,emotional
In this project the tone is courteous for our team.,polite
During this week. The patient looks sick and tired. I am tensed and cannot relax for this release.,"sick,tensed"
In this situation I feel depressed and disconnected right now.,depressed
From my perspective I love how you supported me today right now.,love
From my perspective This makes me angry and I want immediate action right now.,anger
From my perspective the tone is sorrow for this case.,sad
In today's discussion There is love and care in this message today.,love
From my perspective. I am scared this situation may get worse. the tone feels frustrated right now.,"fear,frustrated"
From my perspective the tone is argue today.,fight
In this project I became emotional while reading this right now.,emotional
From my perspective. The room was tensed before the decision. You handled this in a very nice way. She stayed calm during the crisis for this release.,"calm,nice,tensed"
In today's discussion I am scared this situation may get worse for our team.,fear
During this week. I feel sick and weak today. the tone feels heartbroken. the tone feels adorable for our team.,"sad,sick,sweet"
From my perspective I am frustrated by repeated blockers today.,frustrated
From my perspective the tone is love right now.,love
"In this project It felt gentle, warm, and sweet right now.",sweet
In this project. This makes me worried and uncertain. the tone feels hopeless. the tone feels unwell for this release.,"depressed,sick,worried"
In this situation the tone is happy for our team.,joy
In this situation. I feel deeply sad about this loss. the tone feels irritated for this release.,"frustrated,sad"
During this week the tone is adore right now.,love
In this situation. This makes me worried and uncertain. Your words were sweet and comforting for this release.,"sweet,worried"
In this situation the tone is cherish for this release.,love
In today's discussion The argument escalated into a fight for our team.,fight
In this project the tone is friendly right now.,nice
During this week. the tone feels fever. This result brings joy and excitement. the tone feels pressured for our team.,"joy,sick,tensed"
During this week. the tone feels pressure. the tone feels tensed today.,"stressed,tensed"
During this week the tone is frustrated for our team.,frustrated
In this situation The patient looks sick and tired today.,sick
From my perspective. I am frustrated by repeated blockers. the tone feels stiff. the tone feels optimistic for this case.,"frustrated,hopeful,tensed"
In this project the tone is mixed right now.,confused
During this week I feel sick and weak today for this case.,sick
In today's discussion the tone is cherish for this case.,love
During this week This makes me angry and I want immediate action for this release.,anger
From my perspective We are thankful and grateful for your help for this case.,grateful
In this project This makes me angry and I want immediate action today.,anger
In this situation This is a painful and sad moment today.,sad
In this project. I am stressed by constant pressure. the tone feels overwhelmed for this case.,"emotional,stressed"
In today's discussion the tone is dramatic right now.,drama
In this situation I am hopeful that this will improve for our team.,hopeful
During this week They started a fight over a small issue today.,fight
In this project The room was tensed before the decision right now.,tensed
In this situation the tone is optimistic right now.,hopeful
During this week Thank you for the polite response for our team.,polite
In today's discussion the tone is concerned for this case.,worried
From my perspective We are thankful and grateful for your help for this case.,grateful
In this situation I feel depressed and disconnected for this case.,depressed
In this situation Thank you for the polite response today.,polite
During this week. There is love and care in this message. I felt pure joy after hearing the news today.,"joy,love"
In this project This workload is stressful and draining right now.,stressed
From my perspective The room was tensed before the decision today.,tensed
During this week the tone is war for our team.,fight
In this project I became emotional while reading this right now.,emotional
In this project the tone is tensed for this case.,tensed
In today's discussion the tone is nice for our team.,nice
"In today's discussion It felt gentle, warm, and sweet right now.",sweet
From my perspective. the tone feels stressed. the tone feels panic for this release.,"fear,stressed"
In today's discussion You handled this in a very nice way for this case.,nice
During this week There is constant drama around this issue for this release.,drama
In this project. the tone feels empty. the tone feels good for this case.,"depressed,nice"
In this project the tone is expecting for this case.,hopeful
In today's discussion the tone is settled today.,calm
From my perspective. We remain hopeful about recovery. I am scared this situation may get worse right now.,"fear,hopeful"
From my perspective The argument escalated into a fight for our team.,fight
In this project the tone is sad for our team.,sad
During this week This week feels depressing and heavy for this release.,depressed
In this situation the tone is heartbroken for this release.,sad
In this situation There is fear about what could happen next for this case.,fear
During this week. the tone feels drama. the tone feels stuck. This week feels depressing and heavy right now.,"depressed,drama,frustrated"
"In this situation. the tone feels expecting. I am confused by conflicting instructions. It felt gentle, warm, and sweet today.","confused,hopeful,sweet"
In today's discussion. This result brings joy and excitement. This makes me worried and uncertain for this release.,"joy,worried"
In this situation This workload is stressful and draining for our team.,stressed
In today's discussion the tone is joy right now.,joy
In this situation the tone is tensed for our team.,tensed
In today's discussion The patient looks sick and tired right now.,sick
From my perspective. the tone feels ill. I am grateful for your support for our team.,"grateful,sick"
During this week This makes me worried and uncertain for this case.,worried
During this week the tone is tense for this case.,tensed
From my perspective the tone is love for our team.,love
In this situation. the tone feels worried. the tone feels indebted for this case.,"grateful,worried"
From my perspective. I feel calm after the clarification. I am furious about the repeated failures and delays. the tone feels respectful right now.,"anger,calm,polite"
During this week. the tone feels empty. the tone feels sad today.,"depressed,sad"
During this week. I became emotional while reading this. I feel sick and weak today right now.,"emotional,sick"
In this situation. They started a fight over a small issue. The discussion turned into unnecessary drama. the tone feels polite right now.,"drama,fight,polite"
In this situation. the tone feels gentle. the tone feels love for this case.,"love,sweet"
From my perspective the tone is fed up today.,frustrated
During this week I felt pure joy after hearing the news today.,joy
From my perspective There is fear about what could happen next today.,fear
In this situation I felt pure joy after hearing the news today.,joy
In this project the tone is settled today.,calm
In today's discussion. I am hopeful that this will improve. the tone feels calm. the tone feels chaotic for this case.,"calm,drama,hopeful"
During this week the tone is furious right now.,anger
In this project. the tone feels excited. This process is frustrating and slow for this release.,"frustrated,joy"
During this week the tone is exhausted today.,stressed
In today's discussion The interaction was nice and respectful for this release.,nice
In today's discussion the tone is sad for our team.,sad
In this situation I am worried about the final result for this case.,worried
In this situation The interaction was nice and respectful for this case.,nice
In this project This update is confusing and incomplete for this case.,confused
In this project the tone is excited for this case.,joy
In today's discussion the tone is mad for this release.,anger
In this project. the tone feels sad. the tone feels good. the tone feels sick right now.,"nice,sad,sick"
During this week. The argument escalated into a fight. the tone feels threat right now.,"fear,fight"
From my perspective the tone is deeply moved for this release.,emotional
In this project. I am confused by conflicting instructions. the tone feels courteous today.,"confused,polite"
In this project the tone is cherish for this case.,love
During this week I am hopeful that this will improve for this release.,hopeful
In this project. the tone feels tears. the tone feels confused right now.,"confused,emotional"
From my perspective. We are thankful and grateful for your help. She stayed calm during the crisis today.,"calm,grateful"
In today's discussion the tone is frustrated for this release.,frustrated
In this project They started a fight over a small issue today.,fight
In this situation the tone is sick today.,sick
From my perspective I became emotional while reading this right now.,emotional
In this situation the tone is scared for this case.,fear
In this project. the tone feels threat. Thank you for the polite response for this case.,"fear,polite"
During this week. The interaction was nice and respectful. I am confused by conflicting instructions. the tone feels nausea for our team.,"confused,nice,sick"
In this project the tone is helpful right now.,nice
In this project This is a painful and sad moment for our team.,sad
In this project The discussion turned into unnecessary drama for this case.,drama
In this project the tone is anxious today.,worried
During this week the tone is nice for this case.,nice
In this situation I became emotional while reading this for this case.,emotional
In this project This update is confusing and incomplete for this case.,confused
In this situation the tone is calm for our team.,calm
During this week. the tone feels puzzled. the tone feels strained for this case.,"confused,tensed"
In this project. the tone feels hopeful. I love how you supported me today for this release.,"hopeful,love"
In this project The patient looks sick and tired today.,sick
In this situation the tone is concerned today.,worried
From my perspective Thank you for the polite response for this release.,polite
In today's discussion. the tone feels excited. The patient looks sick and tired today.,"joy,sick"
During this week the tone is unsafe today.,fear
In today's discussion I love how you supported me today for our team.,love
In today's discussion I am confused by conflicting instructions for our team.,confused
In today's discussion I feel sick and weak today for this release.,sick
During this week I am confused by conflicting instructions today.,confused
In this project the tone is nausea today.,sick
In this situation the tone is gentle for this case.,sweet
From my perspective I feel depressed and disconnected for this case.,depressed
In this situation I am frustrated by repeated blockers today.,frustrated
In this project Thank you for the polite response for our team.,polite
During this week. This workload is stressful and draining. We remain hopeful about recovery. She stayed calm during the crisis right now.,"calm,hopeful,stressed"
From my perspective the tone is courteous for this case.,polite
In this situation the tone is worthless for this case.,depressed
In this situation This makes me worried and uncertain right now.,worried
During this week. Thank you for the polite response. the tone feels blocked. I became emotional while reading this right now.,"emotional,frustrated,polite"
During this week. There is fear about what could happen next. the tone feels dramatic for our team.,"drama,fear"
During this week This update is confusing and incomplete for our team.,confused
During this week I feel depressed and disconnected for our team.,depressed
In this project the tone is dramatic today.,drama
In this situation the tone is pleasant right now.,nice
From my perspective The discussion turned into unnecessary drama right now.,drama
In this project I am scared this situation may get worse for our team.,fear
In this situation the tone is afraid right now.,fear
In today's discussion the tone is scene right now.,drama
In this project. This makes me angry and I want immediate action. I am worried about the final result. I feel depressed and disconnected for this case.,"anger,depressed,worried"
During this week the tone is uncertain for this case.,worried
In today's discussion Thank you for the polite response for this case.,polite
During this week This workload is stressful and draining for this case.,stressed
During this week the tone is optimistic for our team.,hopeful
From my perspective I am worried about the final result for our team.,worried
In today's discussion the tone is delighted today.,joy
During this week Thank you for the polite response right now.,polite
In today's discussion the tone is emotional for this release.,emotional
During this week This week feels depressing and heavy for this case.,depressed
In today's discussion. the tone feels blessed. the tone feels irritated for this release.,"frustrated,grateful"
During this week We remain hopeful about recovery right now.,hopeful
From my perspective I felt pure joy after hearing the news today.,joy
During this week I am tensed and cannot relax for this case.,tensed
In this project. the tone feels friendly. This is a painful and sad moment. This makes me worried and uncertain for this release.,"nice,sad,worried"
From my perspective the tone is joy today.,joy
In this situation the tone is rage right now.,anger
In this situation Thank you for the polite response for this release.,polite
In this situation. the tone feels irritated. the tone feels drama for this case.,"drama,frustrated"
In this project the tone is intense for our team.,emotional
During this week I love how you supported me today for our team.,love
In today's discussion There is constant drama around this issue for this case.,drama
From my perspective the tone is kindhearted right now.,sweet
In this project the tone is sweet right now.,sweet
During this week. I am scared this situation may get worse. the tone feels polite for this case.,"fear,polite"
During this week the tone is scared right now.,fear
In today's discussion They started a fight over a small issue for this case.,fight
In this project the tone is delighted for this case.,joy
During this week the tone is irritated for our team.,frustrated
During this week This result brings joy and excitement right now.,joy
From my perspective This update is confusing and incomplete today.,confused
In today's discussion I am furious about the repeated failures and delays for this release.,anger
During this week I am furious about the repeated failures and delays right now.,anger
In this situation This process is frustrating and slow right now.,frustrated
In this project I feel depressed and disconnected today.,depressed
In this situation the tone is emotional for this case.,emotional
From my perspective the tone is exhausted today.,stressed
In today's discussion. the tone feels delighted. the tone feels depressed right now.,"depressed,joy"
From my perspective the tone is fight for this release.,fight
In this situation. I am worried about the final result. the tone feels calm. the tone feels stiff right now.,"calm,tensed,worried"
In this project the tone is down for our team.,sad
In this situation The room was tensed before the decision today.,tensed
In this project This workload is stressful and draining for this release.,stressed
In this project Your words were sweet and comforting for this release.,sweet
During this week. the tone feels cherish. This makes me worried and uncertain for our team.,"love,worried"
In this situation I am hopeful that this will improve for our team.,hopeful
During this week the tone is war today.,fight
During this week There is constant drama around this issue for our team.,drama
In this situation the tone is scared for this release.,fear
In this situation I feel sick and weak today today.,sick
From my perspective We remain hopeful about recovery for this case.,hopeful
In today's discussion. This is a painful and sad moment. the tone feels anxious for our team.,"sad,worried"
During this week. the tone feels mixed. the tone feels hopeless for this release.,"confused,depressed"
In today's discussion the tone is pleasant right now.,nice
In this situation I feel deeply sad about this loss for our team.,sad
In this project. They started a fight over a small issue. This makes me worried and uncertain today.,"fight,worried"
In this situation The patient looks sick and tired today.,sick
